SLNO,Candidate Ref,DOJ Extended,Duration to accept offer,Notice period,Offered band,Pecent hike expected in CTC,Percent hike offered in CTC,Percent difference CTC,Joining Bonus,Candidate relocate actual,Gender,Candidate Source,Rex in Yrs,LOB,Location,Age,Status
9925,3382409,Yes,11,30,E1,20,20,0,No,No,Female,Direct,3,INFRA,Bangalore,34,1
9927,3382435,Yes,5,30,E1,28.57,26.19,-1.85,No,No,Male,Direct,3,ERS,Chennai,34,1
9929,3382454,No,13,0,E1,33.33,76.67,32.5,No,No,Female,Employee Referral,5,ERS,Chennai,34,1
9930,3382467,Yes,56,90,E2,23.08,25.38,1.88,No,No,Male,Direct,7,AXON,Noida,34,1
9932,3382494,Yes,35,30,E1,14.29,14.29,0,No,No,Male,Direct,3,BFSI,Bangalore,34,1
9933,3382495,Yes,15,30,E1,33.33,22.22,-8.33,No,No,Male,Direct,3,CSMP,Noida,34,1
9934,3382496,No,33,30,E1,30.56,25,-4.26,No,No,Male,Direct,3,BFSI,Bangalore,34,1
9935,3382497,No,38,30,E1,31.58,31.58,0,No,No,Male,Direct,3,BFSI,Bangalore,34,1
9936,3382499,Yes,35,30,E1,38.46,38.46,0,No,No,Male,Direct,3,BFSI,Bangalore,34,1
9937,3382500,Yes,41,30,E1,50,50,0,No,No,Female,Direct,3,BFSI,Bangalore,34,1
9938,3382501,Yes,38,30,E1,25,25,0,No,No,Female,Direct,3,BFSI,Bangalore,34,1
9940,3382503,No,34,30,E1,7.14,7.14,0,No,No,Male,Direct,3,BFSI,Bangalore,34,1
9941,3382504,No,42,45,E1,37.14,37.14,0,No,No,Male,Direct,3,BFSI,Bangalore,34,1
9942,3382507,Yes,33,30,E1,28.57,28.57,0,No,No,Male,Direct,3,BFSI,Bangalore,34,1
9944,3382510,No,23,30,E1,30,30,0,No,No,Female,Direct,3,BFSI,Bangalore,34,1
9945,3382511,Yes,62,30,E1,28.57,28.57,0,No,No,Male,Direct,3,BFSI,Bangalore,34,1
9946,3382512,Yes,32,30,E2,45.83,45.83,0,No,No,Female,Direct,7,BFSI,Bangalore,34,1
9948,3382556,Yes,3,30,E1,62.16,91.89,18.33,No,Yes,Male,Employee Referral,2,ERS,Chennai,34,1
9949,3382566,Yes,42,90,E2,66.67,58.33,-5,Yes,No,Male,Employee Referral,7,ETS,Chennai,34,1
9952,3382598,Yes,4,30,E1,91.67,91.67,0,No,No,Female,Employee Referral,6,ERS,Chennai,34,1
9953,3382606,Yes,83,90,E1,62.79,41.86,-12.86,No,No,Male,Direct,3,AXON,Noida,34,0
9954,3382607,Yes,53,60,E2,36,36,0,No,No,Male,Direct,7,ETS,Noida,34,1
9955,3382624,No,42,90,E2,33.76,37.58,2.86,No,Yes,Male,Direct,6,ETS,Noida,34,1
9956,3382643,Yes,5,60,E2,33.33,33.33,0,No,No,Male,Agency,6,BFSI,Pune,34,0
9957,3382646,No,3,0,E1,50,50,0,No,Yes,Male,Agency,2,ERS,Chennai,34,1
9958,3382652,Yes,4,30,E3,125,83.33,-18.52,No,No,Male,Direct,7,INFRA,Chennai,34,1
9960,3382670,Yes,12,30,E1,60,51.05,-5.59,No,No,Male,Direct,1,INFRA,Noida,34,1
9961,3382682,Yes,54,60,E1,15.38,30.77,13.33,No,No,Male,Direct,4,ETS,Noida,34,1
9963,3382702,Yes,7,0,E2,66.42,66.42,0,No,No,Male,Employee Referral,9,ERS,Chennai,34,1
9964,3382715,No,59,60,E1,47.54,31.15,-11.11,Yes,No,Female,Direct,4,ETS,Noida,34,1
9965,3382728,Yes,27,45,E1,27.27,9.09,-14.29,No,Yes,Male,Direct,3,ETS,Chennai,34,1
9966,3382885,Yes,41,75,E1,66.67,68.33,1,No,No,Male,Direct,4,CSMP,Chennai,34,1
9967,3382888,No,9,90,E2,53.33,33.33,-13.04,No,No,Male,Direct,7,ERS,Chennai,34,0
9968,3382895,Yes,45,30,E2,53.85,46.15,-5,No,No,Male,Direct,6,ERS,Bangalore,34,0
9970,3382943,Yes,6,30,E1,10.03,5.18,-4.41,No,Yes,Male,Direct,5,ETS,Bangalore,34,1
9973,3382986,Yes,61,60,E1,97.74,97.74,0,No,No,Male,Direct,3,ETS,Bangalore,34,1
9975,3383761,No,1,30,E1,38.46,23.08,-11.11,No,No,Male,Agency,3,ERS,Pune,34,1
9977,3383909,Yes,40,30,E1,42.86,42.86,0,No,No,Male,Direct,3,ETS,Bangalore,34,1
9978,3383911,Yes,29,60,E1,111.27,111.27,0,No,No,Male,Direct,3,ETS,Bangalore,34,0
9980,3383938,Yes,64,60,E1,66.67,52.78,-8.33,No,No,Male,Direct,4,ETS,Bangalore,34,1
9984,3384348,Yes,63,60,E2,27.52,30.87,2.63,Yes,Yes,Male,Employee Referral,6,AXON,Chennai,34,1
9985,3384363,No,12,60,E1,36.99,36.99,0,No,Yes,Male,Employee Referral,3,ERS,Chennai,34,1
9986,3384478,No,0,30,E2,30.32,35.11,3.67,No,Yes,Male,Agency,7,INFRA,Noida,34,1
9987,3384654,No,7,0,E2,31.48,31.48,0,No,Yes,Male,Employee Referral,3,INFRA,Chennai,34,1
9989,3384815,Yes,49,30,E1,23.81,23.81,0,No,No,Male,Direct,2,CSMP,Noida,34,1
9990,3384828,No,10,60,E3,10.75,10.75,0,Yes,Yes,Male,Direct,16,ERS,Chennai,34,1
9995,3385043,Yes,26,30,E1,50,8,-28,No,No,Male,Agency,1,INFRA,Noida,34,1
9997,3385071,No,4,60,E2,52.94,32.94,-13.08,No,No,Female,Direct,6,INFRA,Noida,34,0
9998,3385108,No,18,30,E1,66.67,33.34,-20,No,No,Male,Direct,4,INFRA,Cochin,34,1
9999,3385113,No,44,45,E1,35.59,35.59,0,No,No,Male,Direct,3,ETS,Chennai,34,0
10000,3385154,No,6,30,E1,42.86,42.86,0,No,No,Male,Direct,1,INFRA,Noida,34,1
10004,3385388,Yes,6,30,E2,27.45,27.45,0,No,No,Male,Employee Referral,8,INFRA,Chennai,34,1
10005,3385525,Yes,20,45,E1,133.33,133.33,0,No,Yes,Male,Employee Referral,2,ERS,Chennai,34,1
10006,3385847,No,7,0,E2,42.86,42.86,0,No,No,Male,Employee Referral,6,INFRA,Noida,34,1
10008,3386905,No,6,30,E1,100,97.22,-1.39,No,No,Female,Direct,2,ERS,Chennai,34,1
10009,3387087,Yes,62,45,E1,42.86,42.86,0,No,No,Male,Direct,3,ETS,Noida,34,1
10010,3387179,Yes,45,30,E1,36.36,-1.82,-28,No,No,Female,Direct,1,INFRA,Noida,34,1
10011,3387321,Yes,67,60,E3,7.96,7.96,0,No,No,Male,Employee Referral,5,INFRA,Noida,34,1
10012,3387400,Yes,45,60,E3,30.36,30.36,0,No,No,Male,Employee Referral,8,INFRA,Noida,34,1
10015,3387616,Yes,57,60,E1,42.86,42.86,0,No,No,Male,Agency,4,ERS,Chennai,34,1
10016,3387733,No,26,60,E2,31.25,35,2.86,Yes,No,Male,Direct,6,ETS,Noida,34,1
10021,3387901,No,8,60,E2,50,25,-16.67,No,No,Male,Agency,6,INFRA,Hyderabad,34,0
10025,3389704,Yes,26,0,E1,50,50,0,No,No,Male,Agency,1,INFRA,Noida,34,1
10027,3390129,Yes,2,30,E1,55.56,53.33,-1.43,No,No,Female,Direct,3,ERS,Noida,34,1
10028,3391380,Yes,43,30,E2,92.68,92.68,0,No,No,Male,Employee Referral,3,INFRA,Mumbai,34,1
10030,3392792,No,18,45,E2,50,31.25,-12.5,No,No,Male,Agency,6,ERS,Chennai,34,0
10031,3392804,Yes,7,60,E1,118.18,114.55,-1.67,No,No,Male,Agency,3,ERS,Chennai,34,0
10033,3393127,No,1,0,E1,42.86,42.86,0,No,No,Male,Employee Referral,2,INFRA,Others,34,1
10036,3393391,No,1,45,E1,81.82,127.27,25,No,Yes,Male,Direct,2,ERS,Noida,34,1
10037,3393405,No,1,30,E1,81.82,93.18,6.25,No,No,Male,Direct,1,ERS,Noida,34,0
10038,3393474,Yes,69,60,E2,40,20,-14.29,No,No,Male,Employee Referral,8,ERS,Chennai,34,1
10039,3395666,Yes,2,0,E1,122.22,66.67,-25,No,No,Male,Direct,2,ERS,Chennai,34,1
10041,3395836,Yes,3,30,E2,50,13.13,-24.58,No,No,Male,Employee Referral,7,ERS,Noida,34,0
10042,3395854,Yes,22,60,E2,23.08,29.23,5,No,No,Male,Direct,5,INFRA,Noida,34,1
10050,3398147,Yes,57,60,E3,39.78,29.03,-7.69,No,No,Male,Employee Referral,5,INFRA,Noida,34,1
10053,3399383,No,30,90,E2,15,5,-8.7,No,No,Male,Direct,8,ETS,Chennai,34,1
10054,3399400,Yes,11,30,E1,25,25,0,No,No,Male,Employee Referral,2,INFRA,Chennai,34,1
10055,3399536,No,5,45,E1,73.08,65.38,-4.44,No,No,Male,Direct,3,ERS,Chennai,34,0
10058,3399601,Yes,7,0,E2,25,1.25,-19,No,No,Female,Employee Referral,4,ERS,Chennai,34,1
10059,3399609,No,3,30,E1,53.85,44.87,-5.83,Yes,Yes,Male,Agency,3,AXON,Noida,34,1
10062,3399664,No,0,0,E2,42.86,24.29,-13,No,No,Male,Employee Referral,5,INFRA,Gurgaon,34,1
10063,3399675,Yes,5,60,E1,90.48,58.73,-16.67,No,No,Male,Agency,3,ERS,Noida,34,0
10064,3399678,Yes,11,0,E1,33.33,27.78,-4.17,No,No,Male,Agency,4,BFSI,Mumbai,34,0
10065,3399848,No,13,60,E1,54.76,48.81,-3.85,No,No,Male,Agency,3,BFSI,Mumbai,34,1
10066,3399854,Yes,70,60,E1,17.44,17.44,0,No,No,Male,Direct,6,BFSI,Chennai,34,1
10068,3399943,No,2,30,E1,30.43,39.13,6.67,No,No,Male,Direct,1,INFRA,Gurgaon,34,0
10069,3399964,Yes,19,30,E1,25,25,0,No,No,Male,Direct,3,INFRA,Noida,34,1
10070,3399982,Yes,37,30,E1,35.71,50,10.53,No,No,Male,Direct,3,INFRA,Chennai,34,1
10073,3400020,No,1,0,E2,25,25,0,No,No,Male,Employee Referral,7,INFRA,Noida,34,1
10079,3400066,No,3,30,E1,42.86,30.95,-8.33,No,Yes,Male,Agency,4,BFSI,Mumbai,34,1
10080,3400076,No,24,30,E1,37.5,25,-9.09,No,No,Male,Direct,2,INFRA,Chennai,34,1
10085,3400190,Yes,24,30,E2,80,100,11.11,No,No,Male,Direct,3,INFRA,Noida,34,1
10086,3400369,No,1,0,E1,2.56,2.56,0,No,No,Male,Direct,6,ETS,Chennai,34,1
10087,3403491,No,12,30,E2,35.71,57.14,15.79,No,No,Male,Employee Referral,5,AXON,Bangalore,34,1
10088,3403734,Yes,32,60,E3,31.25,22.47,-6.69,No,No,Male,Employee Referral,6,INFRA,Noida,34,1
10089,3403775,No,35,30,E1,80,60,-11.11,No,No,Male,Direct,4,ERS,Chennai,34,1
10090,3403806,No,2,60,E1,57.14,48.57,-5.45,No,No,Male,Direct,3,AXON,Chennai,34,0
10091,3404011,Yes,49,60,E2,68.32,29.48,-23.08,No,No,Male,Employee Referral,7,ERS,Chennai,34,1
10092,3404019,No,2,30,E1,16.67,0,-14.29,No,No,Male,Direct,3,INFRA,Noida,34,1
10093,3404185,No,2,30,E2,49.53,57.01,5,No,No,Male,Direct,6,ETS,Chennai,34,1
10094,3404187,Yes,22,0,E1,28.71,28.71,0,No,No,Male,Direct,3,ETS,Bangalore,34,1
10096,3404269,Yes,4,30,E1,91.69,59.74,-16.67,No,No,Male,Direct,3,BFSI,Bangalore,34,1
10097,3404284,No,24,30,E1,44.44,33.33,-7.69,No,No,Male,Direct,3,BFSI,Bangalore,34,1
10098,3404288,No,28,90,E2,45.45,31.82,-9.38,No,No,Female,Employee Referral,10,INFRA,Chennai,34,1
10099,3404375,No,1,30,E1,30,28.57,-1.1,No,Yes,Male,Direct,5,AXON,Noida,34,1
10102,3404424,No,6,30,E3,26,26,0,Yes,Yes,Male,Direct,8,ETS,Bangalore,34,1
10103,3404444,Yes,34,0,E2,34.77,48.25,10,No,No,Male,Direct,4,ETS,Noida,34,1
10104,3404474,Yes,23,30,E2,15.79,10.53,-4.55,No,No,Male,Direct,7,ERS,Chennai,34,1
10105,3404505,No,35,0,E1,66.67,80.56,8.33,No,No,Male,Direct,3,ETS,Bangalore,34,0
10106,3404582,No,8,90,E2,11.94,23.13,10,No,No,Male,Direct,8,AXON,Hyderabad,34,0
10111,3407677,No,1,0,E1,11.79,32.11,18.18,No,No,Female,Direct,6,ERS,Chennai,34,1
10113,3407712,No,63,45,E1,16.53,25,7.27,No,No,Male,Agency,3,ERS,Noida,34,1
10114,3407776,No,1,30,E1,20,-10,-25,No,No,Male,Direct,1,INFRA,Chennai,34,1
10115,3407788,No,47,60,E1,38.3,38.3,0,Yes,No,Male,Agency,3,ERS,Noida,34,1
10116,3407798,No,1,30,E1,20,-10,-25,No,No,Male,Direct,1,INFRA,Chennai,34,1
10117,3407820,No,1,30,E1,20,-10,-25,No,No,Male,Direct,1,INFRA,Chennai,34,1
10118,3407828,No,2,30,E1,20,-10,-25,No,No,Male,Direct,1,INFRA,Chennai,34,1
10120,3407877,No,1,30,E1,33.33,44,8,No,No,Male,Agency,1,INFRA,Chennai,34,1
10121,3407945,No,0,30,E1,50,20,-20,No,No,Male,Agency,1,INFRA,Chennai,34,1
10123,3407969,No,9,0,E1,17.65,-13.24,-26.25,No,No,Male,Direct,6,ERS,Noida,34,1
10125,3411248,No,40,30,E1,57.14,68.57,7.27,No,Yes,Male,Agency,2,ERS,Noida,34,1
10127,3411372,No,4,0,E2,11.11,11.11,0,No,Yes,Male,Agency,8,ERS,Chennai,34,1
10128,3411407,Yes,44,30,E1,50,50,0,No,No,Female,Direct,1,CSMP,Noida,34,1
10129,3411444,Yes,44,30,E1,46.58,44.95,-1.11,No,Yes,Male,Direct,3,CSMP,Noida,34,1
10131,3411583,No,15,30,E1,81.82,70.45,-6.25,No,No,Male,Direct,3,CSMP,Kolkata,34,1
10132,3411638,Yes,71,60,E2,60.12,52.84,-4.55,No,No,Male,Agency,6,ERS,Chennai,34,0
10135,3411696,No,27,60,E1,52.17,41.3,-7.14,No,Yes,Male,Direct,5,EAS,Chennai,34,1
10137,3411807,No,4,90,E2,37.5,100,45.45,No,No,Male,Employee Referral,6,INFRA,Noida,34,0
10139,3411875,Yes,2,0,E2,22.45,42.86,16.67,Yes,No,Male,Direct,7,EAS,Bangalore,34,0
10141,3411914,Yes,1,30,E2,80,90,5.56,No,No,Male,Direct,5,EAS,Hyderabad,34,0
10142,3411915,Yes,1,0,E1,9.89,42.86,30,No,No,Male,Agency,2,INFRA,Chennai,34,0
10144,3411947,No,8,45,E1,125,115,-4.44,No,No,Male,Agency,4,ETS,Chennai,34,1
10145,3411950,Yes,9,90,E1,31.58,44.74,10,No,Yes,Male,Direct,4,AXON,Noida,34,1
10146,3411965,No,3,0,E1,60,40,-12.5,No,Yes,Male,Direct,3,AXON,Bangalore,34,1
10147,3411972,Yes,6,30,E1,37.5,12.5,-18.18,Yes,Yes,Male,Direct,3,ERS,Chennai,34,1
10149,3411986,No,1,30,E1,50,0,-33.33,No,No,Male,Agency,1,INFRA,Noida,34,1
10150,3412090,Yes,44,60,E1,60.43,55.08,-3.33,No,No,Male,Direct,3,ETS,Noida,34,1
10151,3412139,Yes,44,60,E1,61.29,61.29,0,Yes,Yes,Male,Agency,3,ERS,Chennai,34,1
10152,3412195,Yes,46,30,E2,51.52,31.31,-13.33,Yes,No,Male,Agency,7,AXON,Noida,34,0
10153,3412247,No,1,30,E1,2.84,10.01,6.98,No,No,Male,Employee Referral,4,AXON,Chennai,34,1
10154,3412261,Yes,5,30,E1,48.65,56.76,5.45,No,Yes,Male,Direct,3,AXON,Noida,34,1
10157,3412309,Yes,5,30,E1,33.33,44.44,8.33,No,Yes,Male,Direct,4,AXON,Noida,34,1
10158,3412320,No,6,30,E1,55.56,55.56,0,No,No,Male,Direct,2,INFRA,Mumbai,34,1
10159,3412336,No,14,30,E1,0,27.12,27.12,No,Yes,Male,Direct,3,ERS,Chennai,34,1
10160,3412350,Yes,48,30,E2,37.5,31.25,-4.55,No,No,Male,Direct,4,INFRA,Noida,34,1
10161,3412432,No,1,30,E1,31.87,27.47,-3.33,No,No,Female,Direct,3,ETS,Noida,34,1
10162,3412447,No,18,60,E2,71.43,71.43,0,No,No,Male,Direct,3,INFRA,Chennai,34,1
10163,3412450,No,39,60,E1,63.64,75.76,7.41,No,No,Male,Direct,3,ETS,Noida,34,1
10168,3412562,No,1,0,E1,75.76,66.67,-5.17,No,No,Male,Employee Referral,5,ETS,Noida,34,1
10170,3412607,Yes,10,60,E2,36.22,36.22,0,No,No,Female,Agency,4,INFRA,Noida,34,0
10171,3412630,Yes,5,30,E2,21.74,21.74,0,No,No,Male,Direct,7,ETS,Bangalore,34,1
10173,3417685,No,12,30,E1,66.67,41.67,-15,No,No,Male,Agency,3,ERS,Bangalore,34,1
10174,3417741,No,59,60,E2,40,30,-7.14,No,Yes,Male,Agency,6,AXON,Noida,34,1
10175,3417825,No,24,30,E1,29.31,21.21,-6.27,Yes,No,Male,Direct,4,ETS,Chennai,34,1
10176,3417851,Yes,16,30,E2,38.12,45.03,5,No,No,Male,Direct,7,INFRA,Gurgaon,34,0
10178,3417887,Yes,20,45,E1,40.86,39.59,-0.9,No,Yes,Female,Agency,4,ERS,Chennai,34,1
10180,3418035,Yes,31,30,E1,57.14,22.86,-21.82,No,No,Female,Employee Referral,3,CSMP,Noida,34,1
10181,3418046,Yes,3,60,E1,72.73,109.09,21.05,No,Yes,Male,Direct,3,ETS,Bangalore,34,1
10182,3418090,Yes,13,30,E1,37.5,47.5,7.27,No,Yes,Male,Direct,6,ERS,Chennai,34,1
10183,3418093,Yes,15,30,E1,38.1,38.1,0,No,No,Male,Agency,4,CSMP,Noida,34,1
10184,3418098,No,7,30,E2,63.79,63.79,0,No,No,Male,Agency,7,AXON,Noida,34,1
10185,3418105,Yes,6,0,E1,91.69,82.11,-5,No,No,Male,Direct,3,ETS,Bangalore,34,1
10187,3418191,No,0,60,E1,40.19,40.19,0,No,No,Female,Direct,3,CSMP,Noida,34,1
10188,3418202,No,6,0,E3,17.47,5.42,-10.26,No,Yes,Male,Employee Referral,15,ETS,Bangalore,34,1
10189,3418211,No,12,30,E1,57.89,31.58,-16.67,No,No,Male,Agency,4,CSMP,Bangalore,34,1
10191,3418227,No,35,90,E1,45.83,35.42,-7.14,No,Yes,Male,Direct,4,CSMP,Noida,34,1
10193,3418247,No,27,60,E2,25,38.39,10.71,No,No,Male,Employee Referral,3,INFRA,Chennai,34,1
10194,3418263,Yes,35,60,E1,45.83,35.42,-7.14,No,No,Male,Direct,5,CSMP,Noida,34,1
10199,3418453,Yes,2,0,E1,150,212.5,25,No,No,Male,Employee Referral,3,ERS,Chennai,34,1
10201,3418536,No,0,30,E1,16.67,-33.33,-42.86,No,Yes,Male,Direct,8,AXON,Bangalore,34,1
10202,3418546,Yes,30,0,E2,42.86,42.86,0,No,No,Male,Agency,4,INFRA,Chennai,34,1
10203,3418554,Yes,49,30,E1,41.24,25.71,-11,No,No,Female,Agency,2,CSMP,Noida,34,1
10204,3418563,Yes,49,60,E1,55.81,44.19,-7.46,No,No,Male,Agency,4,CSMP,Noida,34,0
10205,3418596,No,4,0,E2,111.38,153.66,20,No,No,Male,Agency,3,INFRA,Chennai,34,0
10207,3418642,Yes,12,45,E1,50,64,9.33,No,No,Male,Direct,4,EAS,Chennai,34,1
10208,3418658,Yes,0,0,E1,40,18,-15.71,No,No,Male,Direct,3,ETS,Chennai,34,1
10209,3418672,Yes,13,0,E2,42.86,42.86,0,No,Yes,Male,Employee Referral,4,INFRA,Noida,34,1
10210,3418706,No,4,30,E2,30.23,30.23,0,No,No,Male,Direct,5,INFRA,Noida,34,1
10211,3418728,No,8,30,E2,122.22,94.44,-12.5,No,No,Male,Direct,5,EAS,Chennai,34,1
10213,3418806,No,6,30,E2,37.5,27.5,-7.27,No,No,Male,Agency,6,INFRA,Noida,34,1
10214,3418869,No,0,0,E1,46.67,58.37,7.98,No,No,Male,Employee Referral,4,INFRA,Noida,34,1
10217,3418979,No,7,30,E2,30,17.86,-9.34,Yes,Yes,Male,Direct,6,AXON,Chennai,34,1
10218,3418985,No,16,30,E1,33.33,38.89,4.17,No,Yes,Male,Direct,3,EAS,Chennai,34,1
10219,3418993,Yes,43,30,E1,27.27,32.73,4.29,No,No,Male,Direct,6,AXON,Kolkata,34,0
10221,3419053,Yes,69,60,E1,42.86,30.95,-8.33,No,Yes,Female,Direct,3,AXON,Noida,34,1
10222,3419140,No,6,45,E2,60,70,6.25,No,No,Male,Direct,5,Healthcare,Chennai,34,0
10224,3419180,No,21,30,E2,0,0,0,No,Yes,Male,Direct,5,INFRA,Noida,34,1
10226,3419438,Yes,20,0,E1,50,37.5,-8.33,No,Yes,Female,Direct,1,INFRA,Chennai,34,1
10228,3420483,Yes,23,60,E1,71.43,57.14,-8.33,No,Yes,Male,Direct,4,CSMP,Noida,34,1
10229,3423257,Yes,25,30,E2,134.04,112.77,-9.09,No,No,Male,Employee Referral,7,ERS,Chennai,34,1
10230,3423343,Yes,19,0,E1,33.33,55.56,16.67,No,Yes,Male,Direct,3,EAS,Chennai,34,1
10231,3423356,Yes,59,60,E2,23.22,23.22,0,No,No,Male,Agency,7,INFRA,Noida,34,1
10232,3423425,No,0,30,E1,11.11,11.11,0,No,No,Male,Direct,6,INFRA,Noida,34,1
10233,3423489,Yes,9,30,E1,40,40,0,No,Yes,Female,Direct,2,ERS,Chennai,34,1
10234,3423510,Yes,41,60,E1,71.43,78.57,4.17,No,No,Male,Agency,3,ETS,Chennai,34,1
10239,3423630,Yes,20,60,E2,42.86,42.86,0,No,No,Male,Agency,3,INFRA,Noida,34,1
10240,3423647,No,18,90,E1,26.25,33.75,5.94,No,Yes,Male,Direct,3,BFSI,Chennai,34,1
10241,3423685,No,19,60,E1,33.33,-11.11,-33.33,Yes,No,Female,Direct,3,BFSI,Bangalore,34,1
10242,3423749,Yes,22,30,E1,-4.76,42.86,50,No,No,Male,Agency,2,INFRA,Chennai,34,1
10243,3423766,Yes,29,30,E1,44.44,90,31.54,No,No,Male,Direct,1,INFRA,Mumbai,34,1
10244,3423805,No,1,0,E1,50,68,12,No,No,Male,Agency,3,INFRA,Noida,34,1
10245,3423843,Yes,30,60,E2,42.86,42.86,0,No,No,Male,Agency,4,INFRA,Noida,34,1
10246,3423996,Yes,7,0,E1,133.64,133.64,0,No,Yes,Male,Direct,1,ERS,Chennai,34,1
10247,3424018,Yes,0,90,E2,30,45.45,11.89,No,Yes,Male,Direct,5,EAS,Bangalore,34,1
10248,3424037,No,0,30,E2,29.73,29.73,0,No,No,Male,Direct,8,INFRA,Noida,34,1
10249,3424067,Yes,6,0,E2,15.34,18.8,3,No,Yes,Male,Employee Referral,9,EAS,Hyderabad,34,1
10250,3424098,No,36,30,E1,108.33,108.33,0,No,No,Female,Employee Referral,2,ERS,Hyderabad,34,1
10251,3424176,No,1,30,E2,33.89,30.54,-2.5,No,No,Male,Employee Referral,4,INFRA,Mumbai,34,1
10253,3424251,No,5,0,E1,41.3,41.3,0,No,No,Male,Direct,3,CSMP,Noida,34,1
10254,3424316,No,31,30,E1,10.15,10.15,0,Yes,Yes,Male,Employee Referral,3,ERS,Bangalore,34,1
10256,3424468,No,7,30,E1,50,-8.33,-38.89,No,Yes,Male,Agency,3,ERS,Chennai,34,1
10258,3424511,No,33,30,E1,45.24,33.33,-8.2,No,Yes,Male,Direct,4,AXON,Noida,34,1
10259,3424519,Yes,25,30,E1,42.86,42.86,0,No,No,Male,Employee Referral,1,INFRA,Noida,34,1
10260,3424524,Yes,8,0,E2,2.13,4.26,2.08,No,No,Female,Direct,7,EAS,Chennai,34,1
10261,3424541,Yes,18,60,E1,33.33,33.33,0,No,No,Male,Direct,5,EAS,Chennai,34,0
10262,3424543,No,7,30,E1,14.17,14.17,0,Yes,Yes,Male,Direct,4,Healthcare,Noida,34,1
10263,3424568,No,11,30,E2,23.53,17.65,-4.76,No,No,Female,Direct,7,ERS,Chennai,34,1
10265,3424602,Yes,23,30,E1,42.86,42.86,0,No,No,Male,Employee Referral,1,INFRA,Mumbai,34,1
10266,3424614,No,4,90,E1,50,28.33,-14.44,No,No,Male,Agency,3,ETS,Bangalore,34,1
10268,3424636,Yes,4,45,E1,37.5,37.5,0,No,No,Male,Agency,3,ERS,Noida,34,1
10270,3424707,No,21,30,E1,100,108.33,4.17,No,No,Male,Agency,3,ETS,Chennai,34,1
10272,3424746,Yes,2,60,E1,44.44,12.22,-22.31,No,No,Male,Agency,3,ERS,Chennai,34,0
10273,3424785,No,2,30,E1,41.7,31.58,-7.14,No,No,Male,Agency,3,ERS,Bangalore,34,0
10274,3424830,No,4,30,E1,123.53,105.88,-7.89,No,Yes,Female,Direct,3,ERS,Chennai,34,1
10276,3424924,Yes,29,30,E1,42.86,42.86,0,No,No,Male,Employee Referral,2,INFRA,Mumbai,34,1
10278,3428515,Yes,6,60,E2,55.74,50.82,-3.16,No,No,Male,Direct,7,ERS,Noida,34,1
10280,3428767,Yes,16,30,E1,42.86,42.86,0,No,No,Male,Direct,2,INFRA,Mumbai,34,1
10281,3428771,No,1,30,E1,20,65.71,38.1,No,No,Female,Direct,3,ETS,Noida,34,1
10282,3428796,Yes,24,60,E2,50,40,-6.67,No,Yes,Male,Agency,6,ERS,Chennai,34,1
10283,3428813,No,21,30,E1,25,29.69,3.75,No,Yes,Male,Agency,3,ERS,Chennai,34,1
10284,3428827,Yes,3,60,E1,59.74,59.74,0,No,No,Male,Direct,3,ERS,Chennai,34,0
10286,3428974,No,0,60,E2,80,190,61.11,No,No,Male,Direct,6,INFRA,Noida,34,1
10289,3429058,No,4,30,E2,44.44,24.44,-13.85,No,Yes,Male,Employee Referral,7,BFSI,Chennai,34,1
10290,3429094,Yes,28,30,E1,48.81,72.62,16,No,No,Female,Direct,3,ETS,Noida,34,1
10292,3429134,No,0,30,E2,66.67,3.33,-38,No,No,Male,Employee Referral,8,INFRA,Chennai,34,1
10293,3429160,Yes,1,30,E1,27.27,36.36,7.14,Yes,Yes,Male,Direct,5,EAS,Hyderabad,34,1
10294,3429230,No,4,30,E1,31.83,14.88,-12.86,No,Yes,Female,Direct,4,ERS,Chennai,34,1
10296,3429486,No,10,30,E2,25,40.63,12.5,No,No,Male,Direct,3,INFRA,Noida,34,1
10297,3429519,Yes,56,60,E2,28.21,28.21,0,Yes,No,Male,Direct,8,ERS,Bangalore,34,1
10298,3429533,Yes,28,90,E1,25,-2.5,-22,No,No,Male,Direct,7,AXON,Noida,34,1
10299,3429588,No,0,60,E1,50,68,12,No,No,Male,Employee Referral,3,INFRA,Noida,34,1
10300,3429633,Yes,62,30,E2,25,21.88,-2.5,Yes,Yes,Male,Agency,8,AXON,Noida,34,1
10301,3429641,No,17,60,E1,26.44,26.44,0,No,No,Male,Direct,3,Healthcare,Noida,34,1
10304,3429704,Yes,40,60,E2,21.21,6.06,-12.5,No,Yes,Male,Agency,8,AXON,Noida,34,1
10305,3429714,Yes,37,45,E2,18.18,27.27,7.69,No,Yes,Male,Agency,9,ERS,Pune,34,1
10306,3429716,Yes,31,60,E1,52.78,38.89,-9.09,No,Yes,Female,Direct,3,EAS,Chennai,34,1
10307,3429727,Yes,13,30,E1,50,50,0,No,No,Male,Agency,3,INFRA,Gurgaon,34,0
10308,3429784,Yes,27,0,E3,36.36,36.36,0,No,No,Male,Direct,8,INFRA,Chennai,34,0
10309,3429839,Yes,25,30,E1,34.62,34.62,0,No,No,Female,Direct,3,INFRA,Noida,34,1
10312,3429873,Yes,31,30,E1,42.86,30.95,-8.33,No,Yes,Female,Direct,4,EAS,Chennai,34,1
